url_path,views_total,views_unique
/chjch/LAA4356,36,8
/chjch/LAA4356/blob/master/tutorials/1-software_and_data.md,27,8
/chjch/LAA4356/tree/master/tutorials,21,2
/chjch/LAA4356/blob/master/tutorials/2-learn_arcpro.md,10,1
/chjch/LAA4356/blob/master/tutorials/3-raster_geoprocessing.md,10,1
/chjch/LAA4356/blob/master/tutorials/4-raster_analysis_design.md,3,1
/chjch/LAA4356/blob/master/tutorials/5-suitability.md,3,1
/chjch/LAA4356/blob/master/tutorials/3-raster_design.md,2,1
/chjch/LAA4356/blob/master/tutorials/6-story_map.md,2,1
/chjch/LAA4356/blob/master/tutorials/metadata/lulc/lulc_ca2015_print.pdf,2,1
