url_path,views_total,views_unique
/chjch/LAA4356,24,9
/chjch/LAA4356/blob/master/tutorials/5-suitability.md,15,7
/chjch/LAA4356/tree/master/tutorials,11,6
/chjch/LAA4356/blob/master/tutorials/1-software_and_data.md,5,4
/chjch/LAA4356/blob/master/tutorials/metadata/lulc/lulc.md,4,1
/chjch/LAA4356/blob/master/tutorials/2-learn_arcpro.md,2,2
/chjch/LAA4356/tree/master/.github/workflows,2,2
/chjch/LAA4356/tree/master/tutorials/img,2,2
/chjch/LAA4356/actions,2,1
/chjch/LAA4356/issues,2,1
